2026-07-16 14:15:14.599999905,2026-07-16 14:16:43.500000,2026-07-16 14:18:15.099999905,2026-07-16 14:19:46.299999952,2026-07-16 14:21:16.900000095,2026-07-16 14:22:47.900000095,2026-07-16 14:24:18.700000048,2026-07-16 14:25:50.099999905,2026-07-16 14:27:42.700000048
2426,3352,4236,5074,5683,6835,7704,8643
