Time,EC,Temperature,Real,Imaginary
2026-07-16 14:34:41.118643999,13892.092271103997,23.77392386751257,32072.0,-11043.0
2026-07-16 14:34:41.239709377,13896.42165350671,23.77393360518813,32072.0,-11044.0
2026-07-16 14:34:41.360774755,13921.564395866231,23.77394245864872,32072.0,-11043.0
2026-07-16 14:34:41.481840134,13919.02831795496,23.77435887231892,32073.0,-11042.0
2026-07-16 14:34:41.602905512,13892.092271103997,23.774761694444948,32072.0,-11042.0
2026-07-16 14:34:41.723970890,13941.245461835477,23.77558504495533,32071.0,-11042.0
2026-07-16 14:34:41.845036268,13920.20661865578,23.77551543191744,32070.0,-11042.0
2026-07-16 14:34:41.966101646,13944.164013104122,23.775877601600698,32071.0,-11041.0
2026-07-16 14:34:42.087167025,13895.066348505745,23.77579705911912,32071.0,-11040.0
2026-07-16 14:34:42.208232403,13872.639694078109,23.77530198529216,32071.0,-11041.0
2026-07-16 14:34:42.329297781,13921.564395866231,23.775248644089,32072.0,-11042.0
2026-07-16 14:34:42.450363159,13944.164013104122,23.775604819181865,32071.0,-11042.0
2026-07-16 14:34:42.571428537,13894.388730556144,23.775539890752768,32070.0,-11042.0
2026-07-16 14:34:42.692493916,13917.670843681664,23.77587339824576,32070.0,-11042.0
2026-07-16 14:34:42.813559294,13936.9084201471,23.777001785927677,32070.0,-11042.0
2026-07-16 14:34:42.934624672,13967.052429261656,23.777762422965367,32070.0,-11042.0
2026-07-16 14:34:43.055690050,13917.670843681664,23.778041450842498,32070.0,-11042.0
2026-07-16 14:34:43.176755428,13942.804067335255,23.7783026283548,32070.0,-11042.0
2026-07-16 14:34:43.297820807,13993.416725272731,23.779011144507216,32070.0,-11042.0
2026-07-16 14:34:43.418886185,13943.484028664718,23.779229604022937,32070.0,-11042.0
2026-07-16 14:34:43.539951563,13917.670843681664,23.779432504477835,32070.0,-11042.0
2026-07-16 14:34:43.661016941,13966.371337457496,23.7800812527415,32070.0,-11042.0
